Mesh Size,C_l,C_d,C_m
8,-1.2362671538900632e-15,0.044676360055389004,6.126625008127735e-16
16,-2.5755565706042984e-15,0.03404635522475106,-2.5527604200532227e-17
32,-6.052557940920101e-16,0.014944279287182284,1.6210028667337964e-15
64,-2.6399454848694057e-16,0.00488836969584007,6.190444018629065e-16
128,-2.197271699296792e-16,0.0015341740416498282,9.014435233312942e-16
256,1.672401440357627e-14,0.0004749376083398102,-1.1958286527094631e-14
512,-1.2207836321628757e-14,0.0001384909333822818,9.573051009607402e-15
1024,7.433385752911221e-15,3.8419547222345074e-05,2.263455882214183e-15
2048,-9.659645039587128e-15,1.0406052685335613e-05,4.367164803767223e-15
