Time,Residual_0,Residual_1,Residual_2,Residual_3,cl,cd,cm,
3.5609744210000001e+00,5.8489918254076327e-04,3.2320333885765834e-04,3.3774350230720657e-04,1.7905939722774515e-03,6.2994487979597669e-01,6.7613877620307204e-04,-6.7308058938042009e-02,
3.5772317600000001e+00,5.8001942181559036e-04,3.1782861008370641e-04,3.3208901564707867e-04,1.7757743052774194e-03,6.3777340375117608e-01,5.8735834800893337e-04,-7.0046719526015461e-02,
3.5932883620000000e+00,5.7577071487770052e-04,3.1190877144175912e-04,3.2261562931944167e-04,1.7612501014470216e-03,6.4701977040439129e-01,5.5244577943142363e-04,-7.2895508332003228e-02,
3.6096212660000000e+00,5.7134645050010470e-04,3.0622938583550866e-04,3.1059228129884066e-04,1.7439664176723689e-03,6.5715716385509904e-01,5.8993650573987001e-04,-7.5703226246566072e-02,
3.6260793850000002e+00,5.6614089677718216e-04,3.0130252239518460e-04,2.9919940293858755e-04,1.7222342648295175e-03,6.6752036456732644e-01,7.3430507290406645e-04,-7.8323326464441539e-02,
3.6422636480000001e+00,5.6011020645748658e-04,2.9744900758344275e-04,2.9228322914208167e-04,1.6969343104307178e-03,6.7739281250712191e-01,1.0313323121240810e-03,-8.0618951354764254e-02,
3.6587720099999999e+00,5.5395602224428192e-04,2.9475230991543832e-04,2.9241436467089223e-04,1.6720964101589215e-03,6.8609137358747918e-01,1.5281912909472350e-03,-8.2464842544045944e-02,
3.6754898599999999e+00,5.4900586029161570e-04,2.9287563129962494e-04,2.9981098587085611e-04,1.6540937034900836e-03,6.9304071564043590e-01,2.2620356608175360e-03,-8.3748864999255587e-02,
3.6915385199999999e+00,5.4679371229523523e-04,2.9094064665049097e-04,3.1233529275853514e-04,1.6496501595752624e-03,6.9781774361993543e-01,3.2479015427686548e-03,-8.4372876267959473e-02,
3.7076685820000002e+00,5.4843093178830106e-04,2.8770624124177931e-04,3.2686789627260626e-04,1.6630145977867465e-03,7.0017063891908149e-01,4.4693951882561738e-03,-8.4255467827779276e-02,
3.7238240370000000e+00,5.5406901718298531e-04,2.8209550905138812e-04,3.4048591949586380e-04,1.6938397440394773e-03,7.0001324402300891e-01,5.8730139287865102e-03,-8.3336738167179680e-02,
3.7397742890000001e+00,5.6265888234549686e-04,2.7388311903769842e-04,3.5109850927247694e-04,1.7366382522575349e-03,6.9739912043615027e-01,7.3681426842656852e-03,-8.1585231211378589e-02,
3.7559112309999998e+00,5.7219442677271671e-04,2.6419843537381544e-04,3.5754103514225414e-04,1.7823066592941273e-03,6.9248678114342721e-01,8.8329654076198267e-03,-7.9006236522448495e-02,
3.7723015599999998e+00,5.8028891079887630e-04,2.5556360981087036e-04,3.5941779893872687e-04,1.8207388572720378e-03,6.8550796138822689e-01,1.0126153553634552e-02,-7.5650187466985042e-02,
3.7885225970000000e+00,5.8482093203311681e-04,2.5108969135836674e-04,3.5714107042034897e-04,1.8433361454616231e-03,6.7674607636411321e-01,1.1103171120701685e-02,-7.1619736187740479e-02,
3.8048222699999998e+00,5.8444417286511441e-04,2.5296213753583886e-04,3.5202562976169966e-04,1.8447994029355231e-03,6.6653066637473768e-01,1.1635096794431345e-02,-6.7073510612194520e-02,
3.8212624599999998e+00,5.7886433817306670e-04,2.6098011973882721e-04,3.4645519477909700e-04,1.8240849614061352e-03,6.5524270908203863e-01,1.1627281899527841e-02,-6.2225044265948486e-02,
3.8373753910000001e+00,5.6885644435609182e-04,2.7250344597314541e-04,3.4367884710893409e-04,1.7845036243272893e-03,6.4332826991405068e-01,1.1035267535407912e-02,-5.7336561786200169e-02,
3.8538830430000002e+00,5.5613438243532496e-04,2.8375642969667681e-04,3.4694945442992862e-04,1.7333297857970106e-03,6.3131324432771418e-01,9.8749314060724742e-03,-5.2707264723245002e-02,
3.8700929440000000e+00,5.4304369606124239e-04,2.9127794387535900e-04,3.5813159654105075e-04,1.6807838590918083e-03,6.1980963281720070e-01,8.2248865643451650e-03,-4.8656271667368980e-02,
3.8858362039999998e+00,5.3216587801494279e-04,2.9284204571707279e-04,3.7662899418209082e-04,1.6384461503670665e-03,6.0950097315535923e-01,6.2205726190776829e-03,-4.5501196250256969e-02,
3.9018205570000002e+00,5.2576802009020459e-04,2.8786034230725245e-04,3.9946323409102778e-04,1.6166821040108225e-03,6.0110749237325667e-01,4.0401025686083985e-03,-4.3533217110278986e-02,
3.9182401940000000e+00,5.2516277240537027e-04,2.7758274368741613e-04,4.2238976916797097e-04,1.6213516739517970e-03,5.9533645014295811e-01,1.8848078346239952e-03,-4.2991775028227486e-02,
3.9342690990000002e+00,5.3028429234501279e-04,2.6523082375089153e-04,4.4099663764551563e-04,1.6515163694536602e-03,5.9282180660162864e-01,-4.2484536075947666e-05,-4.4041155532338623e-02,
3.9509499520000002e+00,5.3971639500357410e-04,2.5565280186525045e-04,4.5142423674067428e-04,1.6998079603543432e-03,5.9405679446877435e-01,-1.5589851916719450e-03,-4.6751324912565548e-02,
3.9673635780000001e+00,5.5126945400544496e-04,2.5388599354134536e-04,4.5075411318456891e-04,1.7555455273003744e-03,5.9933938989923130e-01,-2.5199886102018070e-03,-5.1085868674999729e-02,
3.9841816410000002e+00,5.6265623232351224e-04,2.6249828988971912e-04,4.3737110348395788e-04,1.8082339359846954e-03,6.0873502250732847e-01,-2.8316868807460403e-03,-5.6897728897248007e-02,
4.0008815799999997e+00,5.7193209316230777e-04,2.7979294473747652e-04,4.1158984442414310e-04,1.8495776268776431e-03,6.2205170170929558e-01,-2.4585947889260887e-03,-6.3932338084907045e-02,
4.0171383409999999e+00,5.7750026370049720e-04,3.0087687242426380e-04,3.7649619511207220e-04,1.8734530625839926e-03,6.3882831198787615e-01,-1.4264781456051277e-03,-7.1836660546892778e-02,
4.0331200180000000e+00,5.7790059922814877e-04,3.2030592413534551e-04,3.3900572900310384e-04,1.8748211273973516e-03,6.5833763649001742e-01,1.7996879627383660e-04,-8.0174618475710890e-02,
4.0493425230000000e+00,5.7173625554139402e-04,3.3393163188007196e-04,3.1013075453421342e-04,1.8491295742051872e-03,6.7960584184147232e-01,2.2240615381776884e-03,-8.8448612272087168e-02,
4.0654887679999998e+00,5.5799843741090956e-04,3.3951715903752307e-04,3.0186865770953804e-04,1.7932691533767283e-03,7.0145126807937785e-01,4.5283766656122456e-03,-9.6127634996340319e-02,
4.0814846080000002e+00,5.3678635927536221e-04,3.3672182968449803e-04,3.1879997309943847e-04,1.7082412967289575e-03,7.2254166502162376e-01,6.8902475277909745e-03,-1.0268242042052018e-01,
4.0978233680000002e+00,5.1014607011898175e-04,3.2678838719640184e-04,3.5349313029939982e-04,1.6026366509468899e-03,7.4147923743332400e-01,9.0997875013555767e-03,-1.0762666595898429e-01,
4.1144704159999996e+00,4.8258748092932857e-04,3.1221438696745358e-04,3.9290438931050909e-04,1.4952727447337976e-03,7.5690719324626710e-01,1.0959215440149453e-02,-1.1056083001990534e-01,
4.1307531219999998e+00,4.6062200969453478e-04,2.9642056957267883e-04,4.2570976161134368e-04,1.4140282428503823e-03,7.6763337609870863e-01,1.2301338447728741e-02,-1.1121363748663361e-01,
4.1472294730000003e+00,4.5061215961461745e-04,2.8336909018525510e-04,4.4457797539902623e-04,1.3863358656793548e-03,7.7275310968611211e-01,1.3006045109272167e-02,-1.0947595818503100e-01,
4.1635940560000000e+00,4.5533800383062940e-04,2.7674332800051637e-04,4.4604177353950556e-04,1.4224032909123266e-03,7.7175447632379301e-01,1.3013030523423865e-02,-1.0542149611178915e-01,
4.1798989540000004e+00,4.7182257642896890e-04,2.7865040022050661e-04,4.3017740391902422e-04,1.5058277844582626e-03,7.6459745285172243e-01,1.2328837508704570e-02,-9.9310103400483046e-02,
4.1961319819999998e+00,4.9281945126102608e-04,2.8847052775401896e-04,4.0036045661488446e-04,1.6035041953228982e-03,7.5175033425168214e-01,1.1027089568326645e-02,-9.1571770200861713e-02,
4.2126221289999997e+00,5.1033777753897052e-04,3.0295724487727478e-04,3.6321687029597171e-04,1.6824044487506662e-03,7.3417581696314271e-01,9.2417071638069056e-03,-8.2772465487370911e-02,
4.2286263110000002e+00,5.1849005252425310e-04,3.1758794071195775e-04,3.2816526416299947e-04,1.7199544821775918e-03,7.1326071752279518e-01,7.1536467505944994e-03,-7.3564939148101277e-02,
4.2448666819999996e+00,5.1482556113686658e-04,3.2809746875861560e-04,3.0540638134804807e-04,1.7076339556830274e-03,6.9069721070197887e-01,4.9721317293190117e-03,-6.4628740048665478e-02,
4.2610076100000001e+00,5.0061723771757292e-04,3.3155268397379734e-04,3.0102449268235812e-04,1.6513640217080874e-03,6.6832232305011097e-01,2.9119586913911935e-03,-5.6604493681804556e-02,
4.2770388629999996e+00,4.8040570093922495e-04,3.2694887541547863e-04,3.1252132807432472e-04,1.5699246249006001e-03,6.4793265733973149e-01,1.1698529794097940e-03,-5.0029359636276152e-02,
4.2930089709999999e+00,4.6064522242084756e-04,3.1543849023485534e-04,3.3101225282368467e-04,1.4902811906879602e-03,6.3109280961825664e-01,-9.7910723434528865e-05,-4.5281103669779575e-02,
4.3092426619999999e+00,4.4728181533734978e-04,3.0015871786908630e-04,3.4747068675509334e-04,1.4379903181366382e-03,6.1896275210443175e-01,-7.9358081696587256e-04,-4.2538725877069875e-02,
4.3253351249999996e+00,4.4290485780885871e-04,2.8543245053020685e-04,3.5626842037714886e-04,1.4244647051325017e-03,6.1217279166905236e-01,-8.8939130561702746e-04,-4.1766466617665900e-02,
4.3415883099999997e+00,4.4547880986672524e-04,2.7516983731252809e-04,3.5562255611386290e-04,1.4405683776984946e-03,6.1076126890338600e-01,-4.3081798596445494e-04,-4.2725301801272410e-02,
4.3584868879999998e+00,4.4991995002189407e-04,2.7097583895927419e-04,3.4682117137188509e-04,1.4638110029947409e-03,6.1418693375073452e-01,4.6874849228990725e-04,-4.5011581972922488e-02,
4.3763316689999998e+00,4.5115478907503692e-04,2.7139507452601601e-04,3.3323303289797715e-04,1.4722679813641405e-03,6.2141593456359823e-01,1.6418107198970168e-03,-4.8118424844296001e-02,
4.3931673120000001e+00,4.4648447772074879e-04,2.7317273558649923e-04,3.1918029584230689e-04,1.4545487674637253e-03,6.3107137611172071e-01,2.8876380153098759e-03,-5.1510860675021017e-02,
4.4100337569999999e+00,4.3640187741632227e-04,2.7337140228836284e-04,3.0865776922338041e-04,1.4129140739134638e-03,6.4162353677533512e-01,3.9977082251292217e-03,-5.4702789667509528e-02,
4.4264547790000002e+00,4.2416475523841330e-04,2.7074394895673751e-04,3.0394740999567835e-04,1.3615075658504675e-03,6.5159525823110476e-01,4.7829562997574347e-03,-5.7323562985362946e-02,
4.4428890479999996e+00,4.1436036540512538e-04,2.6578464970766492e-04,3.0475718935240128e-04,1.3206067500814785e-03,6.5975341225205952e-01,5.0989724879612393e-03,-5.9163244513177116e-02,
4.4597498609999997e+00,4.1083031395138187e-04,2.5983467054430120e-04,3.0859505178555224e-04,1.3074037527761565e-03,6.6525975462220233e-01,4.8653866548457273e-03,-6.0189908416255128e-02,
4.4761882450000003e+00,4.1474168885610870e-04,2.5386891771744211e-04,3.1219465026174778e-04,1.3267549644596364e-03,6.6776233821188946e-01,4.0759698825509616e-03,-6.0537615158032479e-02,
4.4924192319999996e+00,4.2405424356588490e-04,2.4780610355375242e-04,3.1315465366359033e-04,1.3687103051636511e-03,6.6741455590403531e-01,2.7977638852809913e-03,-6.0468791672573415e-02,
4.5087405519999999e+00,4.3472809920718739e-04,2.4085576140809513e-04,3.1093170173164151e-04,1.4149320845590993e-03,6.6482117424048937e-01,1.1601210246852658e-03,-6.0319084385126412e-02,
4.5246405420000002e+00,4.4260782944977994e-04,2.3266083386817840e-04,3.0698234064185969e-04,1.4477180539691000e-03,6.6091997945331415e-01,-6.6414485119233957e-04,-6.0434456030549324e-02,
4.5414990330000000e+00,4.4489512672536751e-04,2.2442312940484588e-04,3.0381012156052652e-04,1.4560426393799058e-03,6.5681666278952611e-01,-2.4824003691313497e-03,-6.1110359488873923e-02,
4.5578296680000001e+00,4.4078683074125772e-04,2.1906835090302820e-04,3.0331249437626321e-04,1.4375566140741379e-03,6.5359906266871559e-01,-4.1070035069335322e-03,-6.2541672606472448e-02,
4.5740350660000004e+00,4.3145481649114093e-04,2.1987275424754048e-04,3.0525185382278470e-04,1.3978647572732937e-03,6.5216173868069816e-01,-5.3777678742763712e-03,-6.4790065116915665e-02,
4.5902111789999998e+00,4.1952893303360709e-04,2.2792140461680210e-04,3.0711699364654283e-04,1.3480557106286888e-03,6.5306739011045567e-01,-6.1794297670219895e-03,-6.7772652611696779e-02,
4.6069652689999998e+00,4.0827730084781500e-04,2.4067167276657227e-04,3.0546490324161326e-04,1.3012344623037420e-03,6.5646606381729344e-01,-6.4524727999173631e-03,-7.1273008035135366e-02,
4.6231662210000000e+00,4.0067981752326179e-04,2.5317338684469894e-04,2.9768308867669416e-04,1.2689328499930863e-03,6.6208309565243240e-01,-6.1965920294330271e-03,-7.4972374438882453e-02,
4.6393875590000002e+00,3.9858768768146461e-04,2.6051595302838658e-04,2.8336550681245203e-04,1.2581813393447285e-03,6.6927574322201921e-01,-5.4664801936031770e-03,-7.8496199438776740e-02,
4.6556941429999998e+00,4.0221851020264752e-04,2.5971073824027768e-04,2.6503742567256450e-04,1.2699287585456840e-03,6.7714596775533209e-01,-4.3605205278776813e-03,-8.1469003767415935e-02,
4.6717063339999996e+00,4.1005446184035044e-04,2.5064501764538642e-04,2.4823233070861320e-04,1.2987498775184278e-03,6.8468900485602069e-01,-3.0047778809760410e-03,-8.3568763729655507e-02,
4.6876647599999997e+00,4.1922330452783544e-04,2.3636146046289794e-04,2.4006702910899639e-04,1.3339493176516698e-03,6.9095331332672227e-01,-1.5346157212601933e-03,-8.4572520681308230e-02,
4.7038325240000001e+00,4.2626741345783495e-04,2.2249493690799094e-04,2.4535991139530157e-04,1.3621018313714809e-03,6.9518606880044220e-01,-7.6740435166631029e-05,-8.4385900804651248e-02,
4.7199121190000000e+00,4.2822560381433644e-04,2.1514659121576741e-04,2.6268077051770850e-04,1.3710076749085178e-03,6.9694102274898151e-01,1.2663890642120575e-03,-8.3052757633680904e-02,
4.7361348000000003e+00,4.2374777974509931e-04,2.1717520177203016e-04,2.8531090842347413e-04,1.3541544718949745e-03,6.9613255908041927e-01,2.4271676157007573e-03,-8.0743920541455641e-02,
4.7526266899999996e+00,4.1391449492884930e-04,2.2599856859029880e-04,3.0570113580510188e-04,1.3143938748576250e-03,6.9302864551703358e-01,3.3772121508992589e-03,-7.7728051880051968e-02,
4.7688567339999999e+00,4.0238192364534906e-04,2.3574758458752850e-04,3.1860516857760648e-04,1.2654043927692905e-03,6.8818671411774746e-01,4.1249525100569466e-03,-7.4330054779682159e-02,
4.7851124250000003e+00,3.9433941896527285e-04,2.4104834445758732e-04,3.2213483820785779e-04,1.2286492061682449e-03,6.8234559536566797e-01,4.7072617131120797e-03,-7.0884014038622392e-02,
4.8015881960000000e+00,3.9416034353772752e-04,2.3918967501469640e-04,3.1761641267412442e-04,1.2239765886563347e-03,6.7629341376310192e-01,5.1769147203199082e-03,-6.7687993372781252e-02,
4.8176362680000002e+00,4.0279824493786757e-04,2.3057863350763844e-04,3.0864650099264623e-04,1.2572187494890505e-03,6.7073478401601649e-01,5.5881326220401000e-03,-6.4966875337605950e-02,
4.8338323030000003e+00,4.1712295892717532e-04,2.1839937602706201e-04,2.9942399926593876e-04,1.3157651742866049e-03,6.6617917788988523e-01,5.9827067515269188e-03,-6.2847630996094556e-02,
4.8500682709999996e+00,4.3186018496557053e-04,2.0761108408512172e-04,2.9274107425679668e-04,1.3771186783394479e-03,6.6286853957643366e-01,6.3793532126493234e-03,-6.1349854883844993e-02,
4.8659581540000003e+00,4.4238897194366780e-04,2.0298131215609218e-04,2.8890274729193662e-04,1.4215144986773765e-03,6.6075518755536600e-01,6.7684143019729271e-03,-6.0392589085309617e-02,
4.8820265029999996e+00,4.4662351599771357e-04,2.0654976240451419e-04,2.8634951908677371e-04,1.4398848397306604e-03,6.5953283034921606e-01,7.1128302085543766e-03,-5.9816497153662176e-02,
4.8983153789999996e+00,4.4547728466297695e-04,2.1668505641495091e-04,2.8347352333437108e-04,1.4356822420641630e-03,6.5871335719760093e-01,7.3549923368248548e-03,-5.9418128811540280e-02,
4.9143608130000001e+00,4.4207730635872883e-04,2.2984567737889080e-04,2.7995293429338862e-04,1.4217566986901786e-03,6.5773764123091072e-01,7.4283026918891141e-03,-5.8991941568101877e-02,
4.9305866570000001e+00,4.3996258388081990e-04,2.4289796805944654e-04,2.7697594873630289e-04,1.4130043914754246e-03,6.5610193259317207e-01,7.2715580228783780e-03,-5.8374008712060596e-02,
4.9470807819999996e+00,4.4102623791944512e-04,2.5405313266479334e-04,2.7646093756620422e-04,1.4175166286100158e-03,6.5347726437251885e-01,6.8435438142231591e-03,-5.7479852503846927e-02,
4.9635438780000003e+00,4.4449275180822808e-04,2.6255983285717710e-04,2.8008026193670886e-04,1.4319498774833302e-03,6.4979818117894372e-01,6.1352142960626101e-03,-5.6329389612404045e-02,
4.9813652870000000e+00,4.4775271473963140e-04,2.6803172021856551e-04,2.8865171066215630e-04,1.4451074246460925e-03,6.4530351831505561e-01,5.1767336377243718e-03,-5.5053493664131370e-02,
4.9991550199999999e+00,4.4845944679143958e-04,2.7005945532447296e-04,3.0211792438130676e-04,1.4470028044390115e-03,6.4051944092894897e-01,4.0377597146991351e-03,-5.3880106471494035e-02,
5.0158313339999996e+00,4.4639232097019247e-04,2.6834347050065980e-04,3.1977016075550589e-04,1.4367539619616217e-03,6.3618659575201975e-01,2.8204802908701385e-03,-5.3101784670256932e-02,
5.0322236089999999e+00,4.4408734464044180e-04,2.6324781929582019e-04,3.4034923378160659e-04,1.4252655047152980e-03,6.3314547368760354e-01,1.6465515296975100e-03,-5.3030444614331450e-02,
5.0483546019999999e+00,4.4576591700209273e-04,2.5644684669615109e-04,3.6187379521279836e-04,1.4307124574555318e-03,6.3220235253058576e-01,6.4013997429528547e-04,-5.3947453383095340e-02,
5.0643647229999997e+00,4.5481977046699096e-04,2.5117924019860496e-04,3.8148813618307358e-04,1.4674288970113753e-03,6.3400137967411729e-01,-8.9605778072593246e-05,-5.6057816913382887e-02,
5.0806780189999996e+00,4.7134246181513813e-04,2.5153103470445561e-04,3.9557214341258033e-04,1.5348790994372914e-03,6.3892657994638824e-01,-4.6321813291448454e-04,-5.9455797631181716e-02,
5.0973659329999998e+00,4.9166427684279852e-04,2.6043912029769201e-04,4.0024710369506155e-04,1.6162424887988065e-03,6.4704726068916052e-01,-4.4055260274274133e-04,-6.4105758868535409e-02,
5.1143593330000003e+00,5.1015299947788342e-04,2.7762661480120235e-04,3.9242629777074683e-04,1.6871454698816823e-03,6.5810972995287542e-01,-2.4279045709750308e-05,-6.9839102961102587e-02,
5.1310945200000004e+00,5.2173675187756809e-04,2.9938131720879231e-04,3.7122738302621910e-04,1.7265153736485718e-03,6.7157054287548490e-01,7.4244068300585763e-04,-7.6365380539728994e-02,
5.1477258600000004e+00,5.2367043226146193e-04,3.2031109892494039e-04,3.3973234096682257e-04,1.7235105572551820e-03,6.8665970388240238e-01,1.7827325529940403e-03,-8.3294513256077701e-02,
5.1641279160000000e+00,5.1630225414227445e-04,3.3541117187226976e-04,3.0683579905819888e-04,1.6804688659983298e-03,7.0246133537507360e-01,2.9955966304649872e-03,-9.0167466813492816e-02,
5.1803786670000003e+00,5.0300061321517750e-04,3.4136817160799988e-04,2.8729103657786851e-04,1.6129202919684040e-03,7.1799999253949798e-01,4.2666515344852137e-03,-9.6492971741493072e-02,
5.1966956489999996e+00,4.8928525015548314e-04,3.3718271291152094e-04,2.9457223098810223e-04,1.5464135273112417e-03,7.3232296854641865e-01,5.4789305396329971e-03,-1.0178812199288985e-01,
5.2128644739999999e+00,4.8100458923735790e-04,3.2434991564391630e-04,3.2812275751236422e-04,1.5083792372738280e-03,7.4457092420303272e-01,6.5228001582764185e-03,-1.0561965912950996e-01,
5.2292880689999999e+00,4.8190273507265886e-04,3.0660227416492330e-04,3.7410245812220919e-04,1.5155542931671367e-03,7.5402986318415610e-01,7.3042126328546359e-03,-1.0764158841085208e-01,
5.2458175340000004e+00,4.9185409160997689e-04,2.8918110455648078e-04,4.1753663008542419e-04,1.5647000366982924e-03,7.6016335152146508e-01,7.7515053584090018e-03,-1.0762568930768128e-01,
5.2622739379999999e+00,5.0721811389828841e-04,2.7745028464092519e-04,4.4852052119722215e-04,1.6359223622894399e-03,7.6262316989693912e-01,7.8202449757420120e-03,-1.0548069192117059e-01,
5.2789183460000002e+00,5.2301986440483992e-04,2.7500619245727673e-04,4.6247762650932883e-04,1.7051630563630963e-03,7.6124003421666475e-01,7.4954713702650028e-03,-1.0125736119185411e-01,
5.2952429880000000e+00,5.3522133860502976e-04,2.8224632287391689e-04,4.5899770897518785e-04,1.7547613683896208e-03,7.5600142986016228e-01,6.7913200579850135e-03,-9.5140064484953712e-02,
5.3113894259999999e+00,5.4194334627263733e-04,2.9667675629998770e-04,4.4060651681589917e-04,1.7776315359045686e-03,7.4702826589341909e-01,5.7487015543781338e-03,-8.7428410498111481e-02,
5.3275781630000001e+00,5.4354877447731955e-04,3.1453626729024926e-04,4.1171410432361592e-04,1.7765897653087750e-03,7.3455851619114876e-01,4.4314340589493824e-03,-7.8512989883552209e-02,
5.3439712349999997e+00,5.4193072800661759e-04,3.3222645562854138e-04,3.7785510528046210e-04,1.7609195248153200e-03,7.1894270466253307e-01,2.9212309843842663e-03,-6.8848576960126057e-02,
5.3598803600000000e+00,5.3936838074150693e-04,3.4690016077091430e-04,3.4519221168204236e-04,1.7414793217024303e-03,7.0065079090850091e-01,1.3120463585267951e-03,-5.8927028066219550e-02,
5.3758296400000001e+00,5.3739249490588313e-04,3.5652885579650332e-04,3.2008455543633939e-04,1.7258212903469852e-03,6.8028489273781423e-01,-2.9602798657401484e-04,-4.9250791456156816e-02,
5.3924421540000003e+00,5.3618277021721321e-04,3.5984248136983118e-04,3.0798348344631169e-04,1.7154329227506448e-03,6.5858902045686762e-01,-1.8030300089512583e-03,-4.0307224799121300e-02,
5.4086195290000001e+00,5.3476062427592242e-04,3.5627049534296348e-04,3.1149008659337433e-04,1.7064223471343959e-03,6.3644645424388346e-01,-3.1154453679186223e-03,-3.2543790716639681e-02,
5.4256247100000001e+00,5.3181964087456771e-04,3.4593258115986445e-04,3.2892265254600616e-04,1.6930809595858717e-03,6.1485816227108181e-01,-4.1522155663918986e-03,-2.6344808943152522e-02,
5.4422443930000002e+00,5.2667166591297823e-04,3.2969049038875813e-04,3.5522428729001818e-04,1.6720285804843877e-03,5.9489915268733107e-01,-4.8500900025075441e-03,-2.2010740894508073e-02,
5.4589786790000003e+00,5.1985539629586760e-04,3.0929405806088319e-04,3.8420060375024626e-04,1.6449191547619792e-03,5.7765310617699650e-01,-5.1679191334619567e-03,-1.9741473448672366e-02,
5.4754657260000004e+00,5.1313718057040324e-04,2.8758051690124257e-04,4.1016942267664840e-04,1.6185912647217254e-03,5.6413280137706823e-01,-5.0893549253194590e-03,-1.9625567673710632e-02,
5.4919407849999997e+00,5.0886775164053137e-04,2.6852231862775042e-04,4.2864704605754427e-04,1.6024730931251481e-03,5.5519555950759036e-01,-4.6234959247675169e-03,-2.1636811028104989e-02,
5.5080844390000001e+00,5.0889441235702599e-04,2.5665110918548682e-04,4.3666042826755815e-04,1.6039984697763252e-03,5.5146389942634333e-01,-3.8032656315994196e-03,-2.5638153010701235e-02,
5.5246526950000003e+00,5.1359112341756218e-04,2.5537648317558518e-04,4.3298954567203658e-04,1.6244665784105742e-03,5.5326002116192474e-01,-2.6818188330183248e-03,-3.1392155906631664e-02,
5.5412365130000003e+00,5.2164919458353755e-04,2.6490231873289692e-04,4.1843063973950331e-04,1.6582431885152754e-03,5.6056202401018485e-01,-1.3277357814723064e-03,-3.8576442239819139e-02,
5.5576076949999997e+00,5.3078795729103487e-04,2.8182666076685643e-04,3.9596407154655569e-04,1.6959251407958815e-03,5.7298814539433074e-01,1.8014712284723113e-04,-4.6802759131800091e-02,
5.5739813460000001e+00,5.3891834063342977e-04,3.0091054429912215e-04,3.7067329289731319e-04,1.7291721729867668e-03,5.8981099267485182e-01,1.7573955884804080e-03,-5.5638116515875226e-02,
5.5903838129999999e+00,5.4506634838414182e-04,3.1714049544354691e-04,3.4900760436530512e-04,1.7542558668755877e-03,6.1000171451891572e-01,3.3175806785938162e-03,-6.4626970534286399e-02,
5.6063864160000003e+00,5.4962188667401581e-04,3.2688654257874596e-04,3.3686617656859217e-04,1.7727955106553799e-03,6.3230337063193987e-01,4.7750533679626565e-03,-7.3314321307534278e-02,
5.6226185769999999e+00,5.5384836550986262e-04,3.2834246315517905e-04,3.3677685429460809e-04,1.7896572602373916e-03,6.5532505442849398e-01,6.0469402111196268e-03,-8.1269087686268920e-02,
5.6387478120000001e+00,5.5888723627233773e-04,3.2165835212826774e-04,3.4636330149782077e-04,1.8090423209335966e-03,6.7765053651657148e-01,7.0553483850814376e-03,-8.8107921402018910e-02,
5.6547393530000001e+00,5.6476786238016758e-04,3.0891626423745896e-04,3.5989747725249460e-04,1.8307199749067738e-03,6.9795182526720689e-01,7.7308360861975201e-03,-9.3519380007542632e-02,
5.6706889289999998e+00,5.6995605741602521e-04,2.9388182181158646e-04,3.7136633986996912e-04,1.8484297519313607e-03,7.1509630965172633e-01,8.0175313187538892e-03,-9.7287018203412429e-02,
5.6868339490000004e+00,5.7171244260155181e-04,2.8125281558426496e-04,3.7664869096958449e-04,1.8513523269113998e-03,7.2823703477654800e-01,7.8797544617888009e-03,-9.9309203215290104e-02,
5.7029794940000000e+00,5.6713281628008186e-04,2.7509318443043036e-04,3.7435212917036760e-04,1.8281081580359129e-03,7.3687666945471364e-01,7.3093392309704786e-03,-9.9612466686360715e-02,
5.7190905570000004e+00,5.5458879147215372e-04,2.7687395628090057e-04,3.6575688971112033e-04,1.7722834860677285e-03,7.4089719038880542e-01,6.3321977969823910e-03,-9.8354684634192294e-02,
5.7356428970000000e+00,5.3516848298926169e-04,2.8462178353772443e-04,3.5412579399608183e-04,1.6882952684249598e-03,7.4055087843005629e-01,5.0119246277010475e-03,-9.5814073454518478e-02,
5.7519903780000003e+00,5.1362907860556795e-04,2.9414764261285467e-04,3.4339748026505966e-04,1.5959990021847449e-03,7.3641341292639106e-01,3.4491896328062541e-03,-9.2362417256308435e-02,
5.7679851219999998e+00,4.9792612912446458e-04,3.0124226450807811e-04,3.3639174023852966e-04,1.5299142627880338e-03,7.2930374374223483e-01,1.7755448576015876e-03,-8.8423367717510915e-02,
5.7841966459999998e+00,4.9612475331930518e-04,3.0329609593873324e-04,3.3341011468767263e-04,1.5257599115136296e-03,7.2017994219369508e-01,1.4213603605043649e-04,-8.4420564088963382e-02,
5.7999355750000001e+00,5.1132434756697765e-04,2.9993158669052708e-04,3.3229664304860524e-04,1.5955498437062992e-03,7.1002718778808682e-01,-1.2950117417402274e-03,-8.0723637565301418e-02,
5.8161417620000000e+00,5.3888594760866950e-04,2.9282499387727829e-04,3.3007150088174540e-04,1.7154284459233895e-03,6.9975213554787430e-01,-2.3908081640169219e-03,-7.7601567389293552e-02,
5.8324435520000000e+00,5.6907721437623180e-04,2.8487748457205360e-04,3.2494482324686458e-04,1.8417948698355572e-03,6.9009877073392700e-01,-3.0257555338201688e-03,-7.5191714353515474e-02,
5.8486930859999999e+00,5.9212306856995338e-04,2.7888211055850012e-04,3.1757331612850979e-04,1.9347515345214206e-03,6.8159375195226890e-01,-3.1176590594846373e-03,-7.3489584415745768e-02,
5.8649034929999999e+00,6.0170082355849163e-04,2.7620773583585210e-04,3.1100678014885574e-04,1.9705787797521363e-03,6.7452449004970305e-01,-2.6294803856166719e-03,-7.2360445928231168e-02,
