aoa,cl,cd,cm
-5.0,-0.3900840900964544,0.00700645269498646,-0.0552483166616319
-4.5,-0.3209727224271879,0.005943496265468817,-0.05537717207111692
-4.0,-0.2513426341116692,0.005008044455524303,-0.05573613479627886
-3.5,-0.18117398317977507,0.004196192932072061,-0.056329244484377046
-3.0,-0.11071084635208342,0.0035363210324155497,-0.05703689454934321
-2.5,-0.040081406301944074,0.0030515487561856686,-0.05784218027522474
-2.0,0.030621327729575216,0.0026963397659027547,-0.058745548299747194
-1.5,0.10134421586696316,0.002421038442764884,-0.05971907790667872
-1.0,0.17219940173477127,0.0022113627331340406,-0.06076239101121117
-0.5,0.2431782065265688,0.002059638302473096,-0.06184445921778984
0.0,0.31423450767153505,0.001983188105973185,-0.06293814193748068
0.5,0.38529957135583925,0.0019950712211189046,-0.06402223650927019
1.0,0.45641359809987353,0.0020913468098871803,-0.0651052748561751
1.5,0.5276965986869797,0.002291125714335923,-0.06621268781876993
2.0,0.5989161147222624,0.002555374900064079,-0.06723817574710263
2.5,0.669957486206605,0.0028152954528611806,-0.06809242811511264
3.0,0.7409791622376862,0.0030568209072680025,-0.06879283152945637
3.5,0.8120866550749503,0.0032709138832687505,-0.06932973675606376
4.0,0.8835616958322425,0.003591463958026149,-0.06977067798025044
4.5,0.9547527976068202,0.004174161026657756,-0.0698710963355946
5.0,1.0257405691494326,0.0047690922968886525,-0.06967932446952092
5.5,1.0966564205276774,0.005590834307004859,-0.06914310733035069
6.0,1.1673711163215723,0.0065950421468808605,-0.06831130864928417
6.5,1.2372593843447353,0.007681593426352817,-0.06676852846414105
7.0,1.3042593834761578,0.009383004885034647,-0.06413761693919745
7.5,1.3673808697665528,0.012080122221890643,-0.06059356803033955
8.0,1.2901982044987774,0.018651944722800837,-0.05307234171408157
8.5,1.34658921444332,0.021323505275630546,-0.0477516516170116
9.0,,,
9.5,,,
10.0,,,
10.5,,,
11.0,,,
11.5,,,
12.0,,,
12.5,,,
13.0,,,
13.5,,,
14.0,,,
14.5,,,
15.0,,,
15.5,,,
