aoa,cl,cd,cm
-5.0,-0.11347558617394383,0.003605301963581343,-0.1166801708441376
-4.5,-0.05222635297591669,0.003048392724913931,-0.11822277495090829
-4.0,0.009096602279588478,0.002571677034802264,-0.11975021447404026
-3.5,0.07056851212905499,0.002167478314732127,-0.12127458258371628
-3.0,0.13198225787496964,0.0018501347215363808,-0.1227560656902649
-2.5,0.20089448597127552,0.001232690201703127,-0.12651096087040692
-2.0,0.24798223181958923,0.0017507105818078772,-0.1242834255690641
-1.5,0.3089865585397394,0.0016508529388106086,-0.12550179145166296
-1.0,0.36983960257689,0.0015292969109397736,-0.12675035282176
-0.5,0.4438736414575741,0.0014499024074648371,-0.1313279198872574
0.0,0.5019476349167881,0.0016139703704688708,-0.1317674286683586
0.5,0.5554528816543205,0.0017843450950178652,-0.1311524676508447
1.0,0.6237132232952306,0.0018373793582001565,-0.13400880578664928
1.5,0.6739548765576046,0.0020601752929296025,-0.13257952267755616
2.0,0.7465952350886467,0.0026710745695474806,-0.13668650408542404
2.5,0.793120797555574,0.0025819047504788634,-0.13423691665386214
3.0,0.8535259442450858,0.003001804023659688,-0.13530293935794802
3.5,0.9121006849408432,0.0033983769421654848,-0.13587898290325717
4.0,0.970488684883825,0.0038159821248028953,-0.1363407968777167
4.5,1.0284056351981852,0.004253186574102678,-0.136651010152609
5.0,1.086962938238494,0.004816647738072939,-0.13711801450523037
5.5,1.1457702098805205,0.005508273942106739,-0.1376500293730659
6.0,1.2048449676198827,0.006367122366129706,-0.13827080691760127
6.5,1.264125423585707,0.007434502074896511,-0.13898918178736336
7.0,1.3235938038372097,0.008745498252694101,-0.13981565109967964
7.5,1.3832980354683562,0.010305622777576,-0.1407047855854448
8.0,1.4428049940128749,0.012238858593748417,-0.14173273486391813
8.5,1.5016336254155815,0.014480560741425758,-0.142732448094665
9.0,1.5592996568937585,0.01700500704341804,-0.1436175942739046
9.5,1.6153256873976831,0.019765132540661565,-0.1442940926149351
10.0,1.6714409571100444,0.02307300210030687,-0.14516767087546922
10.5,1.7230405485464495,0.02624266044561695,-0.14519940060773057
11.0,1.7714339323214423,0.02946124149665173,-0.1446809347619032
11.5,1.8163991622160995,0.032695030561348086,-0.14359922901284974
12.0,1.857777861241536,0.03592945146451869,-0.14195239446403704
12.5,1.8954721298389536,0.03918341897446179,-0.1397383831514484
13.0,1.9308576502859227,0.04308403578679942,-0.13753834563766618
13.5,1.9603478956170264,0.04652580683291256,-0.13419752375194244
14.0,1.986031376732668,0.05024063543186832,-0.13048101822137873
14.5,2.0079697484625885,0.0543644166985842,-0.12651096626122935
15.0,2.0261929075607723,0.05904442045522169,-0.12240069502216958
15.5,2.0403025634533667,0.06463636971407752,-0.1184718560793344
