aoa,cl,cd,cm
-5.0,-0.4611488683408369,0.03645357224143782,-0.0828311340719789
-4.5,-0.3842830860434956,0.027080560388746545,-0.08320600224013314
-4.0,-0.30455173482284686,0.019058690785144952,-0.08269471937451528
-3.5,-0.22270334451587195,0.012662971297379134,-0.08139632768814013
-3.0,-0.13865729457410417,0.00794400977699677,-0.07940062141514873
-2.5,-0.04973037364644741,0.005019853162353276,-0.07752853143353716
-2.0,0.04368460253117512,0.0037304273193561593,-0.07656335694130188
-1.5,0.13855662002833344,0.003022103702604371,-0.07650969756307435
-1.0,0.23478519023572447,0.0025863808546066134,-0.07742975095572585
-0.5,0.3307898754174376,0.0027430635984776767,-0.07851955070306489
0.0,0.42906657450738966,0.002747869890306339,-0.07936945672247388
0.5,0.5259167426103859,0.00393384585897354,-0.08019518842524834
1.0,0.6188376245093087,0.006495553689392526,-0.08121929676242275
1.5,0.7080965727734566,0.010555745876850068,-0.08298026085445728
2.0,0.7948406061103369,0.016210173103900213,-0.08592018020225643
2.5,0.8792928087163884,0.02347480397987693,-0.09009739360233313
3.0,0.9609779669272813,0.032273030236455225,-0.09539041378669189
3.5,1.037895111974934,0.04237071875117828,-0.1010994364260782
4.0,1.1086802806799043,0.05347973918396847,-0.1066438009298326
4.5,1.1735227852076475,0.06544583427455304,-0.1118986668009639
5.0,1.2330213836095003,0.07810530636222365,-0.1166972270664246
5.5,1.2868633529536162,0.09126877864243708,-0.12082239963880734
6.0,1.336048831481754,0.10489814477276854,-0.12445574268043576
6.5,1.379914642538861,0.1187437016249248,-0.12724319538295584
7.0,1.4188325874050105,0.13269658409705426,-0.12916771842595356
7.5,1.4534531022789698,0.1467091211869678,-0.13033949393314626
8.0,1.4837429127734083,0.16065957792843957,-0.13069067447385144
8.5,1.5097691522959622,0.17443632356992564,-0.1302094178768405
9.0,1.5312303156539506,0.18786421265388503,-0.12881542357030287
9.5,1.5513253048739033,0.2014090178468448,-0.1274004614212125
10.0,1.5705359269932924,0.21509440725316023,-0.125955265938035
10.5,1.5859587247693003,0.22827789920018232,-0.12365196951304008
11.0,,,
11.5,,,
12.0,,,
12.5,,,
13.0,,,
13.5,,,
14.0,,,
14.5,,,
15.0,,,
15.5,,,
