aoa,cl,cd,cm
-5.0,0.06518715753622834,0.00581300244531514,-0.16700282625631188
-4.5,0.13695438039951602,0.005592090554220337,-0.16826734524572087
-4.0,0.2083838390727366,0.005430734446087004,-0.16948959020951834
-3.5,0.27953305152169505,0.005314759116337398,-0.17062522622266804
-3.0,0.35055619240331964,0.005259448814921836,-0.17170562387510438
-2.5,0.42122030751179934,0.005231695391890131,-0.17267405547532555
-2.0,0.4919142876298707,0.005266556611694383,-0.17360175899739444
-1.5,0.5622398616911896,0.005328585536981291,-0.17434071141384624
-1.0,0.6325567509532841,0.00544957812461296,-0.174988630210122
-0.5,0.7025306309434236,0.00562118433149395,-0.17545274826847956
0.0,0.7722124407497261,0.005871675442513769,-0.17575321419266868
0.5,0.8412741396644646,0.00619896980874352,-0.1756939280779547
1.0,0.9097183656828515,0.006625781501979212,-0.1753374461232928
1.5,0.9772019836421024,0.007217174159199552,-0.17459827473982387
2.0,1.0428668591460155,0.008007278592068425,-0.17323360376081265
2.5,1.1060009584309451,0.009175444929065888,-0.17113652895046447
3.0,1.1646745115280228,0.010856579043963333,-0.1679516127908921
3.5,1.2169719337653753,0.013307074023656926,-0.16341097617597997
4.0,1.2606202873666337,0.01672940497619626,-0.15732969182093887
4.5,1.2945852357289964,0.02122372020374671,-0.1498360765318526
5.0,1.3178839583103683,0.0265742567433338,-0.14115449459165555
5.5,1.332057032925125,0.032600280806089725,-0.13189466154429078
6.0,1.3320602332677616,0.039167873984698495,-0.122045625755768
6.5,1.3031385882954536,0.04619717101760082,-0.11131029881121347
7.0,1.298931863296838,0.0544933592041336,-0.10481765186618178
7.5,1.2680404117633612,0.062247490469568255,-0.09751849526544375
8.0,1.1244760052103362,0.06634443501700878,-0.085587330273127
8.5,1.1888834669282893,0.07773406936255375,-0.08809467220864561
9.0,1.0145531578725209,0.0811439682976411,-0.08509744450577192
9.5,0.6114868350218153,0.07527205218501938,-0.07325176412146665
10.0,1.0186526550639683,0.15065719324881852,-0.13426516000841182
10.5,,,
11.0,,,
11.5,,,
12.0,,,
12.5,,,
13.0,,,
13.5,,,
14.0,,,
14.5,,,
15.0,,,
15.5,,,
