aoa,cl,cd,cm
-5.0,0.1182330620027961,0.007915017647042673,-0.1621469750552922
-4.5,0.179178090877496,0.007990357429417545,-0.16329360178460714
-4.0,0.23945549869419225,0.008048347322723599,-0.16414685624249684
-3.5,0.29918087611677413,0.008005740128641034,-0.16434022118738767
-3.0,0.35860661471391264,0.007970068176197003,-0.16364440181833972
-2.5,0.41792543331535015,0.008311338612429156,-0.16282043752125397
-2.0,0.47655692186897286,0.00916363679046054,-0.16321754442268413
-1.5,0.533999666584844,0.00981854293259517,-0.16476287550439242
-1.0,0.5910971110497252,0.009561982427447614,-0.16524413239296773
-0.5,0.6494455059061186,0.009237736540485538,-0.1639486488104184
0.0,0.7086866083012808,0.0098095884791354,-0.16361785980248864
0.5,0.7678196965875262,0.010194023517705094,-0.16485577535400964
1.0,0.8279087267058924,0.009950145316085715,-0.16510417493361867
1.5,0.8893947054342409,0.010479187997535422,-0.16491302759556897
2.0,0.9505063889804573,0.011421197199597296,-0.16620215675191732
2.5,1.0108188216523026,0.011871800500425411,-0.16728592094259231
3.0,1.0703204728088125,0.01273036226361191,-0.167638785095055
3.5,1.1272824232786904,0.013783612590818633,-0.1683541215896266
4.0,1.1815049693676214,0.014280102778115363,-0.16830752582869413
4.5,1.2334540950188218,0.014780235385496825,-0.16697234560270305
5.0,1.2832595516840897,0.01511694889547893,-0.1649824822533229
5.5,1.3321075044519404,0.015020374938796608,-0.1622037429809392
6.0,1.3816991431189252,0.015089378912916,-0.15948031620711367
6.5,1.4327722994805714,0.015261496437469673,-0.1577491765666869
7.0,1.4860900950895115,0.015672092998902223,-0.15702407607782132
7.5,1.5419831400738917,0.01673456659489177,-0.15683277673124746
8.0,1.5990582779860223,0.018400328836430665,-0.15632699609782333
8.5,1.656436694285884,0.02067665792036877,-0.1555068319536072
9.0,1.712294974222726,0.023286401704765335,-0.15506961630789465
9.5,1.765204599206918,0.02575150485445017,-0.15545837465678797
10.0,1.814731152529434,0.027922060813657067,-0.15593988011503548
10.5,1.8608493214920483,0.029839248238589,-0.15536568344350787
11.0,1.9038524549930589,0.031622587128865294,-0.15301935586745505
11.5,1.9438638695003232,0.0333010689092153,-0.14913715340808376
12.0,1.9810404272416733,0.03483239373696727,-0.14476679798428485
12.5,2.015798054812163,0.036282796102787465,-0.14063926415239805
13.0,2.0482446528107205,0.03779271675045512,-0.13692679205390668
13.5,2.0781269623970067,0.039583222178421855,-0.13331272159604696
14.0,2.1045471376884053,0.04195573203235271,-0.1294711557045933
14.5,2.1246283358555456,0.045081699450256106,-0.1249689132628802
15.0,2.120511780396642,0.050069654177061294,-0.11831266298116971
15.5,2.0994687276205446,0.05531560482406237,-0.10964529459710998
