VARIABLES= "X","Y","Z","CP"
1.0000 0.0000 -0.0177 0.2614
0.9845 0.0000 -0.0137 0.2678
0.9689 0.0000 -0.0103 0.2746
0.9532 0.0000 -0.0076 0.2865
0.9373 0.0000 -0.0056 0.3100
0.9214 0.0000 -0.0042 0.3299
0.9054 0.0000 -0.0035 0.3450
0.8894 0.0000 -0.0033 0.3545
0.8735 0.0000 -0.0037 0.3576
0.8575 0.0000 -0.0045 0.3560
0.8416 0.0000 -0.0057 0.3452
0.8257 0.0000 -0.0075 0.3262
0.8098 0.0000 -0.0095 0.3033
0.7940 0.0000 -0.0119 0.2754
0.7782 0.0000 -0.0144 0.2461
0.7625 0.0000 -0.0170 0.2189
0.7467 0.0000 -0.0197 0.1916
0.7310 0.0000 -0.0224 0.1621
0.7152 0.0000 -0.0253 0.1299
0.6995 0.0000 -0.0281 0.0973
0.6838 0.0000 -0.0309 0.0678
0.6680 0.0000 -0.0335 0.0411
0.6523 0.0000 -0.0362 0.0135
0.6365 0.0000 -0.0388 -0.0141
0.6207 0.0000 -0.0413 -0.0420
0.6049 0.0000 -0.0436 -0.0663
0.5891 0.0000 -0.0458 -0.0887
0.5732 0.0000 -0.0480 -0.1151
0.5574 0.0000 -0.0499 -0.1368
0.5415 0.0000 -0.0517 -0.1509
0.5256 0.0000 -0.0532 -0.1633
0.5097 0.0000 -0.0546 -0.1767
0.4937 0.0000 -0.0559 -0.1853
0.4778 0.0000 -0.0568 -0.1886
0.4618 0.0000 -0.0577 -0.1908
0.4458 0.0000 -0.0584 -0.1892
0.4299 0.0000 -0.0589 -0.1861
0.4139 0.0000 -0.0593 -0.1854
0.3979 0.0000 -0.0596 -0.1842
0.3819 0.0000 -0.0598 -0.1787
0.3659 0.0000 -0.0598 -0.1730
0.3500 0.0000 -0.0598 -0.1699
0.3340 0.0000 -0.0596 -0.1676
0.3180 0.0000 -0.0595 -0.1679
0.3020 0.0000 -0.0591 -0.1647
0.2860 0.0000 -0.0587 -0.1597
0.2701 0.0000 -0.0582 -0.1588
0.2541 0.0000 -0.0576 -0.1549
0.2381 0.0000 -0.0568 -0.1508
0.2222 0.0000 -0.0560 -0.1503
0.2062 0.0000 -0.0550 -0.1469
0.1903 0.0000 -0.0539 -0.1400
0.1743 0.0000 -0.0527 -0.1322
0.1584 0.0000 -0.0513 -0.1280
0.1425 0.0000 -0.0498 -0.1257
0.1266 0.0000 -0.0480 -0.1181
0.1108 0.0000 -0.0460 -0.1056
0.0950 0.0000 -0.0438 -0.0950
0.0792 0.0000 -0.0413 -0.0864
0.0635 0.0000 -0.0383 -0.0727
0.0479 0.0000 -0.0348 -0.0473
0.0325 0.0000 -0.0303 0.0166
0.0178 0.0000 -0.0241 0.2311
0.0052 0.0000 -0.0144 0.6951
0.0000 0.0000 0.0005 0.6039
0.0058 0.0000 0.0151 -0.3157
0.0187 0.0000 0.0245 -0.8946
0.0334 0.0000 0.0306 -0.8989
0.0488 0.0000 0.0351 -0.8161
0.0644 0.0000 0.0386 -0.7448
0.0801 0.0000 0.0415 -0.6905
0.0959 0.0000 0.0440 -0.6474
0.1117 0.0000 0.0461 -0.6103
0.1276 0.0000 0.0480 -0.5857
0.1435 0.0000 0.0498 -0.5685
0.1594 0.0000 0.0512 -0.5529
0.1753 0.0000 0.0526 -0.5381
0.1913 0.0000 0.0538 -0.5238
0.2072 0.0000 0.0549 -0.5156
0.2231 0.0000 0.0559 -0.5060
0.2391 0.0000 0.0567 -0.4936
0.2551 0.0000 0.0574 -0.4857
0.2710 0.0000 0.0580 -0.4800
0.2870 0.0000 0.0586 -0.4759
0.3030 0.0000 0.0591 -0.4680
0.3190 0.0000 0.0594 -0.4587
0.3349 0.0000 0.0597 -0.4542
0.3509 0.0000 0.0599 -0.4516
0.3669 0.0000 0.0601 -0.4474
0.3829 0.0000 0.0601 -0.4405
0.3989 0.0000 0.0601 -0.4374
0.4149 0.0000 0.0601 -0.4372
0.4308 0.0000 0.0599 -0.4339
0.4468 0.0000 0.0597 -0.4284
0.4628 0.0000 0.0593 -0.4253
0.4788 0.0000 0.0590 -0.4245
0.4948 0.0000 0.0586 -0.4227
0.5107 0.0000 0.0581 -0.4201
0.5267 0.0000 0.0574 -0.4162
0.5427 0.0000 0.0568 -0.4115
0.5586 0.0000 0.0560 -0.4071
0.5746 0.0000 0.0552 -0.4066
0.5905 0.0000 0.0543 -0.4063
0.6065 0.0000 0.0533 -0.4024
0.6224 0.0000 0.0521 -0.3980
0.6384 0.0000 0.0509 -0.3946
0.6543 0.0000 0.0496 -0.3910
0.6702 0.0000 0.0482 -0.3845
0.6861 0.0000 0.0466 -0.3743
0.7020 0.0000 0.0449 -0.3618
0.7179 0.0000 0.0431 -0.3494
0.7338 0.0000 0.0411 -0.3369
0.7496 0.0000 0.0391 -0.3221
0.7654 0.0000 0.0368 -0.3039
0.7812 0.0000 0.0345 -0.2837
0.7970 0.0000 0.0321 -0.2632
0.8128 0.0000 0.0295 -0.2414
0.8286 0.0000 0.0268 -0.2156
0.8443 0.0000 0.0240 -0.1853
0.8600 0.0000 0.0211 -0.1525
0.8757 0.0000 0.0181 -0.1181
0.8914 0.0000 0.0149 -0.0796
0.9070 0.0000 0.0116 -0.0350
0.9226 0.0000 0.0082 0.0138
0.9382 0.0000 0.0046 0.0617
0.9537 0.0000 0.0009 0.1103
0.9692 0.0000 -0.0031 0.1595
0.9846 0.0000 -0.0073 0.2222
1.0000 0.0000 -0.0117 0.2614
