-0.002773061,0.990262754,-0.003156396,0.990839407
-0.003470034,1.126767937,-0.003156396,1.124893548
0.001060288,0.752540549,0.001156122,0.751363707
-0.001431389,0.863634491,-0.001431389,0.853466571
-0.006606411,0.904306171,-0.003156396,0.904306171
0.004606136,0.514394681,0.004510303,0.509891296
0.002363627,0.617299681,0.002018626,0.615028845
-0.003156396,0.667054703,-0.001431389,0.673833316
0.015703683,0.018042821,0.008918655,0.366084269
0.013710341,0.123598205,0.013662424,0.245509684
0.00813456,0.337213538,0.019268698,0.150637341
0.012122239,-0.101349542,0.026168727,0.075055802
0.014093676,0.222631864,0.031343749,-0.004592905
0.009493657,0.426413928,0.04317237,-0.095539302
0.015818684,-0.206539095,0.054015273,-0.173493355
0.02291038,-0.316974005,0.068143903,-0.243915616
0.03035803,-0.413649943,0.084079685,-0.316328423
0.041693792,-0.509458381,0.10551906,-0.390973868
0.054631347,-0.588259761,0.126219147,-0.442943237
0.071018915,-0.670591669,0.146919234,-0.484179802
0.095169017,-0.749675492,0.167619321,-0.519202637
0.126219147,-0.823901308,0.188319408,-0.548011744
0.1624443,-0.888945185,0.209019495,-0.57286666
0.200394459,-0.940401023,0.229719582,-0.590942962
0.238344619,-0.980148347,0.250419669,-0.604500189
0.276294778,-1.014041413,0.271119756,-0.614103224
0.314244938,-1.041155867,0.291819843,-0.617492531
0.352195097,-1.06334042,0.31251993,-0.612973456
0.390145257,-1.081519428,0.33149501,-0.599868136
0.428095416,-1.09630913,0.338887898,-0.329401463
0.466045576,-1.108325763,0.353920104,-0.397187597
0.503995735,-1.118801802,0.374620191,-0.413569246
0.541945895,-1.126504772,0.395320278,-0.400012019
0.579896054,-1.132667147,0.416020365,-0.379111294
0.617846214,-1.137288929,0.436720452,-0.357080801
0.641996315,-1.141705299,0.457420539,-0.336180076
0.662696402,0.008296731,0.478120626,-0.315844236
0.700646562,-0.000638714,0.498820713,-0.295508396
0.738596721,0.003674949,0.5195208,-0.275172556
0.776546881,0.016615938,0.540220887,-0.255966485
0.81449704,0.037568016,0.560920974,-0.236195529
0.8524472,0.058520093,0.581621061,-0.217554342
0.890397359,0.090872566,0.602321148,-0.198913155
0.926622511,0.144423612,0.623021235,-0.180836853
0.962847663,0.211038894,0.643721322,-0.162760551
0.988377771,0.288130215,0.664421409,-0.144684248
1.003097833,0.380846583,0.685121496,-0.127737715
1.012441622,0.484455805,0.705821583,-0.110226297
1.014597881,0.566731225,0.72652167,-0.09158511
1.014597881,0.640392157,0.747221757,-0.073508808
1.011722869,0.721089935,0.767921844,-0.057127159
1.014597881,0.773252979,0.788621931,-0.039615741
1.014597881,0.870413104,0.809322018,-0.016697572
,,0.830022105,0.008439786
,,0.850722192,0.034384121
,,0.871422279,0.060368806
,,0.892122366,0.08748326
,,0.912822453,0.113467944
,,0.93352254,0.143971704
,,0.954222627,0.182383847
,,0.974922714,0.233223447
,,0.992419216,0.301977954
,,1.00252283,0.36823083
,,1.010655007,0.451107448
,,1.014597881,0.52877099
,,1.014597881,0.603335737
,,1.014597881,0.675384865
,,1.011837869,0.752194087
,,1.014597881,0.870413104
